key,date,value,academie,decembre,elle,femina,franceinter,goncourt,goncourtlyceens,interallie,medicis,renaudot
Plon,1909,1,0,0,0,1,0,0,0,0,0,0
Plon,1910,0,0,0,0,0,0,0,0,0,0,0
Plon,1911,0,0,0,0,0,0,0,0,0,0,0
Plon,1912,0,0,0,0,0,0,0,0,0,0,0
Plon,1913,0,0,0,0,0,0,0,0,0,0,0
Plon,1914,0,0,0,0,0,0,0,0,0,0,0
Plon,1915,0,0,0,0,0,0,0,0,0,0,0
Plon,1916,1,1,0,0,0,0,0,0,0,0,0
Plon,1917,0,0,0,0,0,0,0,0,0,0,0
Plon,1918,1,1,0,0,0,0,0,0,0,0,0
Plon,1919,0,0,0,0,0,0,0,0,0,0,0
Plon,1920,0,0,0,0,0,0,0,0,0,0,0
Plon,1921,0,0,0,0,0,0,0,0,0,0,0
Plon,1922,0,0,0,0,0,0,0,0,0,0,0
Plon,1923,0,0,0,0,0,0,0,0,0,0,0
Plon,1924,1,1,0,0,0,0,0,0,0,0,0
Plon,1925,0,0,0,0,0,0,0,0,0,0,0
Plon,1926,1,0,0,0,1,0,0,0,0,0,0
Plon,1927,0,0,0,0,0,0,0,0,0,0,0
Plon,1928,1,1,0,0,0,0,0,0,0,0,0
Plon,1929,1,0,0,0,1,0,0,0,0,0,0
Plon,1930,1,0,0,0,1,0,0,0,0,0,0
Plon,1931,0,0,0,0,0,0,0,0,0,0,0
Plon,1932,1,0,0,0,0,0,0,0,1,0,0
Plon,1933,0,0,0,0,0,0,0,0,0,0,0
Plon,1934,1,1,0,0,0,0,0,0,0,0,0
Plon,1935,0,0,0,0,0,0,0,0,0,0,0
Plon,1936,1,1,0,0,0,0,0,0,0,0,0
Plon,1937,1,0,0,0,0,0,0,0,1,0,0
Plon,1938,1,0,0,0,0,0,1,0,0,0,0
Plon,1939,0,0,0,0,0,0,0,0,0,0,0
Plon,1940,0,0,0,0,0,0,0,0,0,0,0
Plon,1941,0,0,0,0,0,0,0,0,0,0,0
Plon,1942,0,0,0,0,0,0,0,0,0,0,0
Plon,1943,1,1,0,0,0,0,0,0,0,0,0
Plon,1944,0,0,0,0,0,0,0,0,0,0,0
Plon,1945,0,0,0,0,0,0,0,0,0,0,0
Plon,1946,0,0,0,0,0,0,0,0,0,0,0
Plon,1947,0,0,0,0,0,0,0,0,0,0,0
Plon,1948,0,0,0,0,0,0,0,0,0,0,0
Plon,1949,0,0,0,0,0,0,0,0,0,0,0
Plon,1950,0,0,0,0,0,0,0,0,0,0,0
Plon,1951,0,0,0,0,0,0,0,0,0,0,0
Plon,1952,0,0,0,0,0,0,0,0,0,0,0
Plon,1953,0,0,0,0,0,0,0,0,0,0,0
Plon,1954,0,0,0,0,0,0,0,0,0,0,0
Plon,1955,0,0,0,0,0,0,0,0,0,0,0
Plon,1956,0,0,0,0,0,0,0,0,0,0,0
Plon,1957,0,0,0,0,0,0,0,0,0,0,0
Plon,1958,0,0,0,0,0,0,0,0,0,0,0
Plon,1959,0,0,0,0,0,0,0,0,0,0,0
Plon,1960,1,1,0,0,0,0,0,0,0,0,0
Plon,1961,0,0,0,0,0,0,0,0,0,0,0
Plon,1962,0,0,0,0,0,0,0,0,0,0,0
Plon,1963,0,0,0,0,0,0,0,0,0,0,0
Plon,1964,0,0,0,0,0,0,0,0,0,0,0
Plon,1965,0,0,0,0,0,0,0,0,0,0,0
Plon,1966,0,0,0,0,0,0,0,0,0,0,0
Plon,1967,0,0,0,0,0,0,0,0,0,0,0
Plon,1968,0,0,0,0,0,0,0,0,0,0,0
Plon,1969,0,0,0,0,0,0,0,0,0,0,0
Plon,1970,0,0,0,0,0,0,0,0,0,0,0
Plon,1971,0,0,0,0,0,0,0,0,0,0,0
Plon,1972,0,0,0,0,0,0,0,0,0,0,0
Plon,1973,0,0,0,0,0,0,0,0,0,0,0
Plon,1974,0,0,0,0,0,0,0,0,0,0,0
Plon,1975,0,0,0,0,0,0,0,0,0,0,0
Plon,1976,0,0,0,0,0,0,0,0,0,0,0
Plon,1977,0,0,0,0,0,0,0,0,0,0,0
Plon,1978,0,0,0,0,0,0,0,0,0,0,0
Plon,1979,0,0,0,0,0,0,0,0,0,0,0
Plon,1980,0,0,0,0,0,0,0,0,0,0,0
Plon,1981,0,0,0,0,0,0,0,0,0,0,0
Plon,1982,0,0,0,0,0,0,0,0,0,0,0
Plon,1983,0,0,0,0,0,0,0,0,0,0,0
Plon,1984,0,0,0,0,0,0,0,0,0,0,0
Plon,1985,0,0,0,0,0,0,0,0,0,0,0
Plon,1986,0,0,0,0,0,0,0,0,0,0,0
Plon,1987,0,0,0,0,0,0,0,0,0,0,0
Plon,1988,0,0,0,0,0,0,0,0,0,0,0
Plon,1989,0,0,0,0,0,0,0,0,0,0,0
Plon,1990,0,0,0,0,0,0,0,0,0,0,0
Plon,1991,0,0,0,0,0,0,0,0,0,0,0
Plon,1992,0,0,0,0,0,0,0,0,0,0,0
Plon,1993,0,0,0,0,0,0,0,0,0,0,0
Plon,1994,0,0,0,0,0,0,0,0,0,0,0
Plon,1995,0,0,0,0,0,0,0,0,0,0,0
Plon,1996,0,0,0,0,0,0,0,0,0,0,0
Plon,1997,0,0,0,0,0,0,0,0,0,0,0
Plon,1998,0,0,0,0,0,0,0,0,0,0,0
Plon,1999,0,0,0,0,0,0,0,0,0,0,0
Plon,2000,0,0,0,0,0,0,0,0,0,0,0
Plon,2001,0,0,0,0,0,0,0,0,0,0,0
Plon,2002,0,0,0,0,0,0,0,0,0,0,0
Plon,2003,0,0,0,0,0,0,0,0,0,0,0
Plon,2004,0,0,0,0,0,0,0,0,0,0,0
Plon,2005,0,0,0,0,0,0,0,0,0,0,0
Plon,2006,1,0,0,0,0,0,0,1,0,0,0
Plon,2007,1,0,0,0,0,0,0,0,1,0,0
Plon,2008,0,0,0,0,0,0,0,0,0,0,0
Plon,2009,0,0,0,0,0,0,0,0,0,0,0
Plon,2010,0,0,0,0,0,0,0,0,0,0,0
Plon,2011,0,0,0,0,0,0,0,0,0,0,0
Plon,2012,0,0,0,0,0,0,0,0,0,0,0
Plon,2013,0,0,0,0,0,0,0,0,0,0,0
Plon,2014,0,0,0,0,0,0,0,0,0,0,0
